ilość,active,id,variantId,sku,namePL,variantName,PL_1,CZ_5,HU_7,EN_9,DE_11,FR_13,LT_15,RU_17,RO_19,SK_21,IT_23,BG_25,UA_27,ES_29,HR_31,NL_33,ME_39,BE_35,AT_37,RS_41,IR_43,SI_45,EE_47,LV_49,PT_51,FI_53,GR_55
1,0,10000,52646,HOM-05515,LUSTRO ŚCIENNE LED 90cm MMJ Black,---,,,50700,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10000,,,LUSTRO ŚCIENNE LED 90cm MMJ Black,,,,50700,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10001,52647,HOM-05504,LUSTRO ŚCIENNE LED 80x60cm CLOUD C,---,,,46300,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10001,,,LUSTRO ŚCIENNE LED 80x60cm CLOUD C,,,,46300,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10003,52649,HOM-05505,LUSTRO ŚCIENNE LED 50cm MMJ  miedziane szczotkowane,---,,,27800,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10003,,,LUSTRO ŚCIENNE LED 50cm MMJ  miedziane szczotkowane,,,,27800,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10004,52650,HOM-05506,LUSTRO ŚCIENNE LED 60cm MMJ miedziane szczotkowane,---,,,31000,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10004,,,LUSTRO ŚCIENNE LED 60cm MMJ miedziane szczotkowane,,,,31000,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10005,52651,HOM-05507,LUSTRO ŚCIENNE LED 70cm MMJ miedziane szczotkowane,---,,,34300,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10005,,,LUSTRO ŚCIENNE LED 70cm MMJ miedziane szczotkowane,,,,34300,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10006,52652,HOM-05509,LUSTRO ŚCIENNE LED 80cm MMJ miedziane szczotkowane,---,,,35400,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10006,,,LUSTRO ŚCIENNE LED 80cm MMJ miedziane szczotkowane,,,,35400,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10007,52653,HOM-05510,LUSTRO ŚCIENNE LED 90cm MMJ miedziane szczotkowane,---,,,39800,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10007,,,LUSTRO ŚCIENNE LED 90cm MMJ miedziane szczotkowane,,,,39800,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10009,52655,KPL-05400,ZESTAW NA ŚCIANĘ DLA KOTÓW JUNGLA 1,---,,,13300,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10009,,,ZESTAW NA ŚCIANĘ DLA KOTÓW JUNGLA 1,,,,13300,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10010,52656,KPL-05401,ZESTAW NA ŚCIANĘ DLA KOTÓW JUNGLA 2,---,,,18600,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10010,,,ZESTAW NA ŚCIANĘ DLA KOTÓW JUNGLA 2,,,,18600,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10011,52657,KPL-05402,ZESTAW NA ŚCIANĘ DLA KOTÓW JUNGLA 3,---,,,25600,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10011,,,ZESTAW NA ŚCIANĘ DLA KOTÓW JUNGLA 3,,,,25600,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10012,52658,KPL-05425,ZESTAW DEKORACJI BOHO MAKRAMA + PODUSZKA ECRU,---,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10012,,,ZESTAW DEKORACJI BOHO MAKRAMA + PODUSZKA ECRU,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10013,52659,KPL-15425,ZESTAW DEKORACJI BOHO MAKRAMA + PODUSZKA ECRU,---,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10013,,,ZESTAW DEKORACJI BOHO MAKRAMA + PODUSZKA ECRU,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10014,52660,KPL-25425,ZESTAW DEKORACJI DWIE BOHO MAKRAMY + PODUSZKA ECRU,---,,,16600,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10014,,,ZESTAW DEKORACJI DWIE BOHO MAKRAMY + PODUSZKA ECRU,,,,16600,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10015,52661,KPL-35425,ZESTAW DEKORACJI BOHO MAKRAMA + MAKRAMA ECRU,---,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10015,,,ZESTAW DEKORACJI BOHO MAKRAMA + MAKRAMA ECRU,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10016,52662,KPL-45425,ZESTAW DEKORACJI BOHO DWIE PODUSZKI ECRU 322147,---,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10016,,,ZESTAW DEKORACJI BOHO DWIE PODUSZKI ECRU 322147,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10017,52663,REA-U7504,Umywalka Nablatowa Rea Felicia,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10017,,,Umywalka Nablatowa Rea Felicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10018,52664,REA-U7502,Umywalka Nablatowa Rea Mandala,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10018,,,Umywalka Nablatowa Rea Mandala,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10019,52665,REA-U7506,Umywalka Nablatowa Rea Asanti,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10019,,,Umywalka Nablatowa Rea Asanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10020,52666,REA-U7501,Umywalka Nablatowa Rea Aztec,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10020,,,Umywalka Nablatowa Rea Aztec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10021,52667,OSW-05942,LAMPA SUFITOWA WISZĄCA BOHO NATURAL APP1486-1CP,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10021,,,LAMPA SUFITOWA WISZĄCA BOHO NATURAL APP1486-1CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10022,52668,OSW-05941,LAMPA SUFITOWA WISZĄCA BOHO NATURAL APP1485-1CP,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10022,,,LAMPA SUFITOWA WISZĄCA BOHO NATURAL APP1485-1CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10024,52670,REA-U7505,Umywalka Nablatowa Rea Sevilla,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10024,,,Umywalka Nablatowa Rea Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10025,52671,REA-U7500,Umywalka Nablatowa Rea Etno,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10025,,,Umywalka Nablatowa Rea Etno,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10026,52672,OSW-03604,LAMPA ŚCIENNA KINKIET APP1474-W GOLD,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10026,,,LAMPA ŚCIENNA KINKIET APP1474-W GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10028,52674,OGR-08398,Lampa solarna LED P60262,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10028,,,Lampa solarna LED P60262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10029,52675,OSW-02464,LAMPA SUFITOWA WISZĄCA APP1417-CP czarna/złota,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10029,,,LAMPA SUFITOWA WISZĄCA APP1417-CP czarna/złota,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10030,52676,OSW-02465,LAMPA SUFITOWA WISZĄCA APP1418-CP czarna/różowe złoto,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10030,,,LAMPA SUFITOWA WISZĄCA APP1418-CP czarna/różowe złoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10031,52677,KPL-03401,Listwa maskująca do maty PVC 10x1m Chocolate,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10031,,,Listwa maskująca do maty PVC 10x1m Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10032,52678,OSW-02469,LAMPA SUFITOWA WISZĄCA APP1454-1CP Old Gold,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10032,,,LAMPA SUFITOWA WISZĄCA APP1454-1CP Old Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10033,52679,KPL-03403,Listwa maskująca do maty PVC 10x1m Dark Grey,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10033,,,Listwa maskująca do maty PVC 10x1m Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10034,52680,OSW-02468,LAMPA SUFITOWA WISZĄCA APP1453-1CP Gold,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10034,,,LAMPA SUFITOWA WISZĄCA APP1453-1CP Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10036,52682,KPL-05678,Listwa maskująca do maty PVC 10x1m Light Grey,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10036,,,Listwa maskująca do maty PVC 10x1m Light Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10037,52683,KPL-03400,Listwa maskująca do maty PVC 10x1m Green,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10037,,,Listwa maskująca do maty PVC 10x1m Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10038,52684,OSW-02466,LAMPA ŚCIENNA KINKIET APP1419-W CZARNA/ZŁOTA,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10038,,,LAMPA ŚCIENNA KINKIET APP1419-W CZARNA/ZŁOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10039,52685,OSW-02467,LAMPA ŚCIENNA KINKIET APP1420-W CZARNA/różowe złoto,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10039,,,LAMPA ŚCIENNA KINKIET APP1420-W CZARNA/różowe złoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10040,52686,REA-W9801,Wanna Akrylowa Przyścienna CAPRI 170cm,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10040,,,Wanna Akrylowa Przyścienna CAPRI 170cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10041,52687,REA-W9800,Wanna Akrylowa Przyścienna CAPRI 150cm,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10041,,,Wanna Akrylowa Przyścienna CAPRI 150cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10042,52689,OSW-02460,Lampa Wisząca Boho APP1276-1CP,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10042,,,Lampa Wisząca Boho APP1276-1CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52691,KPL-04707,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 100 Ścianka: 80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52692,KPL-04708,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 100 Ścianka: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52693,KPL-04709,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 100 Ścianka: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52694,KPL-04710,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 110 Ścianka: 80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52695,KPL-04711,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 110 Ścianka: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52696,KPL-04712,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 110 Ścianka: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52697,KPL-04713,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 120 Ścianka: 80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52698,KPL-04714,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 120 Ścianka: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52699,KPL-04715,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 120 Ścianka: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52700,KPL-04716,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 130 Ścianka: 80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52701,KPL-04717,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 130 Ścianka: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52702,KPL-04718,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 130 Ścianka: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52703,KPL-04719,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 140 Ścianka: 80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52704,KPL-04720,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 140 Ścianka: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52705,KPL-04721,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 140 Ścianka: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52706,,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 150 Ścianka: 80,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52707,,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 150 Ścianka: 90,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,52708,,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,Drzwi: 150 Ścianka: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,10043,,,Kabina Prysznicowa Przyścienna Rapid Slide Brush Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10045,52710,OSW-02463,Lampa Wisząca Boho APP1329-1CP,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10045,,,Lampa Wisząca Boho APP1329-1CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10046,52711,OSW-02462,Lampa Wisząca Boho APP1328-1CP,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10046,,,Lampa Wisząca Boho APP1328-1CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10047,52712,REA-U7503,Umywalka Nablatowa Rea Bella,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10047,,,Umywalka Nablatowa Rea Bella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10048,52713,OSW-02461,LAMPA SUFITOWA WISZĄCA BOHO LINE APP1319-3CP,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10048,,,LAMPA SUFITOWA WISZĄCA BOHO LINE APP1319-3CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10050,52715,,"OSŁONA BALKONOWA 0,9x5m GREY",---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10050,,,"OSŁONA BALKONOWA 0,9x5m GREY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10051,52717,,Umywalka nablatowa REA WILMA N RUSTIC,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10051,,,Umywalka nablatowa REA WILMA N RUSTIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10052,52718,KPL-02112,Zestaw Fotel wiszący boho huśtawka GL078 + poduszka 322147 Ecru,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10052,,,Zestaw Fotel wiszący boho huśtawka GL078 + poduszka 322147 Ecru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10053,52719,REA-06000,Półka łazienkowa wannowa SF01 45cm czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10053,,,Półka łazienkowa wannowa SF01 45cm czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10055,52721,REA-06002,Półka łazienkowa wannowa SF01 60cm czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10055,,,Półka łazienkowa wannowa SF01 60cm czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10056,52722,REA-06001,Półka łazienkowa wannowa SF01 45cm złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10056,,,Półka łazienkowa wannowa SF01 45cm złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10057,52723,REA-06003,Półka łazienkowa wannowa SF01 60cm złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10057,,,Półka łazienkowa wannowa SF01 60cm złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10059,52725,REA-06010,Półka łazienkowa prysznicowa SF02 60cm czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10059,,,Półka łazienkowa prysznicowa SF02 60cm czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10060,52726,REA-06011,Półka łazienkowa prysznicowa SF02 60cm złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10060,,,Półka łazienkowa prysznicowa SF02 60cm złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10061,52727,REA-06006,Półka łazienkowa prysznicowa SF03 45cm czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10061,,,Półka łazienkowa prysznicowa SF03 45cm czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10062,52728,REA-06008,Półka łazienkowa prysznicowa SF03 60cm czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10062,,,Półka łazienkowa prysznicowa SF03 60cm czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10063,52729,REA-06007,Półka łazienkowa prysznicowa SF03 45cm złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10063,,,Półka łazienkowa prysznicowa SF03 45cm złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10064,52730,REA-06009,Półka łazienkowa prysznicowa SF03 60cm złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10064,,,Półka łazienkowa prysznicowa SF03 60cm złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10065,52731,REA-06004,Półka łazienkowa prysznicowa SF04 60cm czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10065,,,Półka łazienkowa prysznicowa SF04 60cm czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10066,52732,REA-06005,Półka łazienkowa prysznicowa SF04 60cm złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10066,,,Półka łazienkowa prysznicowa SF04 60cm złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10067,52733,REA-06014,Półka łazienkowa prysznicowa SF05 czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10067,,,Półka łazienkowa prysznicowa SF05 czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10068,52734,REA-06015,Półka łazienkowa prysznicowa SF05 złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10068,,,Półka łazienkowa prysznicowa SF05 złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10069,52735,REA-06012,Półka łazienkowa prysznicowa SF07 czarny mat,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10069,,,Półka łazienkowa prysznicowa SF07 czarny mat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10070,52736,REA-06013,Półka łazienkowa prysznicowa SF07 złota szczotkowana,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10070,,,Półka łazienkowa prysznicowa SF07 złota szczotkowana,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10071,52739,OGR-04873,Hamak 1-osobowy z poprzeczką HK-03,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10071,,,Hamak 1-osobowy z poprzeczką HK-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10072,52740,OGR-00432,Hamak 1-osobowy HK-01 BLUE,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10072,,,Hamak 1-osobowy HK-01 BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10075,52743,OSW-01416,Lampa Stojąca Podłogowa LED APP1415-F Black,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10075,,,Lampa Stojąca Podłogowa LED APP1415-F Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10076,52744,OSW-05416,Lampa Stojąca Podłogowa LED APP1416-F Gold,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10076,,,Lampa Stojąca Podłogowa LED APP1416-F Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10077,52745,OSW-06583,LAMPA ŚCIENNA KINKIET APP1270 CZARNA/ZŁOTA,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10077,,,LAMPA ŚCIENNA KINKIET APP1270 CZARNA/ZŁOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10078,52746,,LAMPA ŚCIENNA KINKIET APP1262-1W Czarny,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10078,,,LAMPA ŚCIENNA KINKIET APP1262-1W Czarny,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10081,52749,OSW-12004,Tuba LED Biała Ciepła 120 CM T8 230V 17W WOJ+22303,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10081,,,Tuba LED Biała Ciepła 120 CM T8 230V 17W WOJ+22303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10082,52750,OSW-06589,Lampa sufitowa plafon APP1264-1C,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10082,,,Lampa sufitowa plafon APP1264-1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10083,52751,OSW-01278,LAMPA SUFITOWA WISZĄCA APP1442-1CP WOOD,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10083,,,LAMPA SUFITOWA WISZĄCA APP1442-1CP WOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10084,52752,OSW-01270,LAMPA SUFITOWA WISZĄCA APP1443-1CP DARK WOOD,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10084,,,LAMPA SUFITOWA WISZĄCA APP1443-1CP DARK WOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10085,52753,OSW-03500,LAMPA ŚCIENNA KINKIET LED APP1432-CW,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10085,,,LAMPA ŚCIENNA KINKIET LED APP1432-CW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10086,52754,OSW-03603,LAMPA ŚCIENNA KINKIET APP1466-1W,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10086,,,LAMPA ŚCIENNA KINKIET APP1466-1W,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10087,52755,REA-B2500,Bateria kuchenna umywalkowa Rea VENICE ANTYCZNY BRĄZ WYSOKA,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10087,,,Bateria kuchenna umywalkowa Rea VENICE ANTYCZNY BRĄZ WYSOKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10088,52756,REA-P6500,UCHWYT PRYSZNICOWY NA SŁUCHAWKĘ 01 ZŁOTY SZCZOTKOWANY,---,,,18000,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10088,,,UCHWYT PRYSZNICOWY NA SŁUCHAWKĘ 01 ZŁOTY SZCZOTKOWANY,,,,18000,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10089,52757,REA-U0631,Umywalka nablatowa Rea CLARA,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10089,,,Umywalka nablatowa Rea CLARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1009,6957,REA-K9904,Drzwi prysznicowe Rea Cezar 140,140 cm lewe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1009,6958,REA-K9905,Drzwi prysznicowe Rea Cezar 140,140 cm prawe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,1009,,,Drzwi prysznicowe Rea Cezar 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10090,52758,OSW-12005,Tuba LED Biała Neutralna 120 CM T8 230V 17W WOJ+22304,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10090,,,Tuba LED Biała Neutralna 120 CM T8 230V 17W WOJ+22304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10091,52759,OSW-12006,Tuba LED Biała Zimna 120 CM T8 230V 17W WOJ+22305,---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10091,,,Tuba LED Biała Zimna 120 CM T8 230V 17W WOJ+22305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10092,52760,HOM-03650,KUWETA DLA KOTA P70406,---,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,0,10092,,,KUWETA DLA KOTA P70406,,,,10900,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10093,52761,OSW-12001,"Tuba LED Biała Ciepła 60 CM T8 230V 8,5W WOJ+22300",---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10093,,,"Tuba LED Biała Ciepła 60 CM T8 230V 8,5W WOJ+22300",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10094,52762,OSW-12002,"Tuba LED Biała Neutralna 60 CM T8 230V 8,5W WOJ+22301",---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10094,,,"Tuba LED Biała Neutralna 60 CM T8 230V 8,5W WOJ+22301",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10095,52763,OSW-12003,"Tuba LED Biała Zimna 60 CM T8 230V 8,5W WOJ+22302",---,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10095,,,"Tuba LED Biała Zimna 60 CM T8 230V 8,5W WOJ+22302",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,10096,52765,KPL-20002,ZESTAW MATA PVC GREEN + LISTWY MASKUJĄCE,100x300,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,10096,52766,KPL-20006,ZESTAW MATA PVC GREEN + LISTWY MASKUJĄCE,100x400,,,,,,,,,,,,,,,,,,,,,,,,,,,
