#	Nazwa produktu	Opcja	Cena netto	Stawka VAT	Suma VAT	Cena brutto	Producent	Dostępne	W magazynie	W kolejce	Waga
315	Kabina Rea Składana Fold N2 Prysznicowa	80 x 80 cm	1543.9	23	355.1	1899	Rea	126	129	3	65kg
315	Kabina Rea Składana Fold N2 Prysznicowa	90 x 90 cm	1543.9	23	355.1	1899	Rea	201	205	4	65kg
316	Kabina prysznicowa Rea Easy Space N2 80x80	80 x 80 cm	649.59	23	149.41	799	Rea	0	1	1	57kg
319	Kabina prysznicowa Rea Atrium Round	90 x 90 cm	812.2	23	186.8	999	Rea	0	0	0	65kg
341	Kabina Rea Maxim 90x90 Prysznicowa	90 x 90 cm Prawy	950.41	23	218.59	1169	Rea	66	67	1	53kg
341	Kabina Rea Maxim 90x90 Prysznicowa	90 x 90 cm Lewy	950.41	23	218.59	1169	Rea	50	50	0	53kg
345	Ścianka prysznicowa Rea Aero Transparent	110 cm	519.51	23	119.49	639	Rea	0	0	0	65kg
345	Ścianka prysznicowa Rea Aero Transparent	120 cm	519.51	23	119.49	639	Rea	0	0	0	65kg
348	Ścianka prysznicowa Rea Aero Plus Mat	80 cm	690.24	23	158.76	849	Rea	0	0	0	65kg
348	Ścianka prysznicowa Rea Aero Plus Mat	90 cm	690.24	23	158.76	849	Rea	0	0	0	65kg
348	Ścianka prysznicowa Rea Aero Plus Mat	110 cm	690.24	23	158.76	849	Rea	1	1	0	65kg
348	Ścianka prysznicowa Rea Aero Plus Mat	120 cm	690.24	23	158.76	849	Rea	0	0	0	65kg
355	Umywalka wpuszczana Rea Dafne 60	---	210.57	23	48.43	259	Rea	224	228	4	10kg
356	Umywalka wpuszczana Rea Dafne 70	---	267.48	23	61.52	329	Rea	9	12	3	10kg
357	Umywalka wpuszczana Rea Dafne 75	---	291.87	23	67.13	359	Rea	106	107	1	10kg
358	Umywalka nablatowa Rea Wendy	---	234.96	23	54.04	289	Rea	427	427	0	10kg
360	USUWAMY Umywalka nablatowa/ścienna Rea Gala	---	178.05	23	40.95	219	Rea	0	0	0	10kg
361	Umywalka Nablatowa Rea Sofia	---	129.27	23	29.73	159	Rea	1271	1275	4	9kg
362	Umywalka wpuszczana Rea Meg N	---	195.12	23	44.88	240	Rea	0	0	0	10kg
363	Umywalka nablatowa Rea Anita	---	178.05	23	40.95	219	Rea	986	989	3	13kg
364	USUWAMY Umywalka REA Vega Nablatowa	---	202.44	23	46.56	249	Rea	0	1	1	10kg
365	USUWAMY Umywalka nablatowa Rea Anita 58	---	194.31	23	44.69	239	Rea	0	0	0	10kg
366	Umywalka wpuszczana Rea Amy 50	---	169.92	23	39.08	209	Rea	0	0	0	10kg
369	Umywalka nablatowa/ścienna Rea Valeria	---	186.18	23	42.82	229	Rea	0	0	0	10kg
370	Umywalka REA Cindy Nablatowa	---	186.18	23	42.82	229	Rea	121	121	0	10kg
372	Umywalka nablatowa Rea Cindy N	---	161.79	23	37.21	199	Rea	100	100	0	10kg
373	Umywalka wpuszczana Rea Amber 50	---	161.79	23	37.21	199	Rea	0	0	0	10kg
376	Umywalka wpuszczana Rea Daisy	---	272.36	23	62.64	335	Rea	171	171	0	10kg
380	Umywalka podblatowa Rea Mila 46	---	104.88	23	24.12	129	Rea	1	1	0	10kg
381	Umywalka podblatowa Rea Mila 56	---	104.88	23	24.12	129	Rea	0	1	1	10kg
384	Umywalka wpuszczana Rea Magari	---	145.53	23	33.47	179	Rea	212	213	1	10kg
391	Umywalka nablatowa Rea 81118	---	210.57	23	48.43	259	Rea	0	1	1	10kg
395	Umywalka nablatowa Rea Viola	---	133.33	23	30.67	164	Rea	0	0	0	10kg
397	Umywalka nablatowa Rea Impero	---	254.47	23	58.53	313	Rea	0	0	0	10kg
398	Umywalka nablatowa Rea Impero 2	---	239.02	23	54.98	294	Rea	0	0	0	10kg
401	Umywalka nablatowa Rea Laura Slim	---	169.92	23	39.08	209	Rea	0	-28	-28	10kg
403	USUWAMY Umywalka nablatowa Rea Impero-2 N / rezygnacja	---	93.5	23	21.5	115	Rea	0	0	0	10kg
404	Umywalka nablatowa Rea Rosa 2	---	161.79	23	37.21	199	Rea	50	52	2	9.5kg
